时间,实际功率(MW),预测功率_带NWP_XGB(MW),预测功率_无NWP_XGB(MW)
2019-05-29 22:00:00,0.763668,1.0406034,0.9077921
2019-05-29 22:15:00,1.1011030000000002,1.1427739,1.2534947
2019-05-29 22:30:00,1.98909,1.9373623,2.0583067
2019-05-29 22:45:00,1.562856,2.5713162,2.9881327
2019-05-29 23:00:00,1.864772,3.192004,3.526005
2019-05-29 23:15:00,2.468603,3.604059,4.138578
2019-05-29 23:30:00,2.859317,4.9951777,5.1514277
2019-05-29 23:45:00,3.445388,5.5147257,5.9278827
2019-05-30 00:00:00,3.2855510000000003,7.1726413,7.45415
2019-05-30 00:15:00,4.351135,7.857212,8.386343
2019-05-30 00:30:00,6.091588,8.161298,8.125034
2019-05-30 00:45:00,6.020549,8.25854,9.589734
2019-05-30 01:00:00,6.784217999999999,9.326923,10.191461
2019-05-30 01:15:00,5.523276999999999,10.135187,10.631734
2019-05-30 01:30:00,6.535582,11.460184,11.48968
2019-05-30 01:45:00,6.6066210000000005,11.906432,12.31205
2019-05-30 02:00:00,9.057464,12.170059,13.062222
2019-05-30 02:15:00,10.83344,12.175207,13.118578
2019-05-30 02:30:00,10.78016,12.641604,13.40167
2019-05-30 02:45:00,10.81568,12.747434,13.484998
2019-05-30 03:00:00,17.653179,12.336029,13.436534
2019-05-30 03:15:00,17.28022,12.990985,14.383732
2019-05-30 03:30:00,17.617649,12.814627,14.375064
2019-05-30 03:45:00,17.813009,12.740941,14.375064
2019-05-30 04:00:00,16.161360000000002,12.354763,14.375064
2019-05-30 04:15:00,15.52201,12.354763,14.375064
2019-05-30 04:30:00,15.62856,12.404564,14.375064
2019-05-30 04:45:00,9.536977,12.248769,14.375064
2019-05-30 05:00:00,16.46327,10.985009,13.889948
2019-05-30 05:15:00,16.0548,11.050934,13.501683
2019-05-30 05:30:00,15.13129,10.895487,13.451535
2019-05-30 05:45:00,11.08207,9.311269,13.148639
2019-05-30 06:00:00,12.02334,8.961453,12.67419
2019-05-30 06:15:00,13.01788,10.354206,12.12971
2019-05-30 06:30:00,13.621720000000002,11.429738,11.813349
2019-05-30 06:45:00,13.00012,10.854912,11.272738
2019-05-30 07:00:00,11.25967,11.002264,10.813257
2019-05-30 07:15:00,10.63808,11.010005,10.618644
2019-05-30 07:30:00,10.33616,10.24863,9.518167
2019-05-30 07:45:00,9.110743,9.471263,8.531171
2019-05-30 08:00:00,8.364834,8.788812,7.9185
2019-05-30 08:15:00,7.441327999999999,7.947323,7.1956997
2019-05-30 08:30:00,6.464543,7.2977705,6.299473
2019-05-30 08:45:00,4.724089,5.958813,5.0336285
2019-05-30 09:00:00,4.297855,4.552981,4.522191
2019-05-30 09:15:00,3.516427,3.9299197,3.44043
2019-05-30 09:30:00,2.575161,3.156473,2.6276703
2019-05-30 09:45:00,1.882532,2.4301524,2.1643727
2019-05-30 10:00:00,1.34974,2.2001948,1.4059813
2019-05-30 10:15:00,0.959026,1.8343309,1.8348128
2019-05-30 10:30:00,0.69263,1.0551863,1.6610615
2019-05-30 10:45:00,0.408474,0.7553549,1.0761826
2019-05-30 11:00:00,0.159838,1.0414469,1.344459
2019-05-30 11:15:00,0.0177599999999999,0.26691628,0.38738227
2019-05-30 11:30:00,0.0,0.24321628,0.38517308
2019-05-30 11:45:00,0.0,0.2240138,0.3850572
2019-05-30 12:00:00,0.0,0.22477794,0.19254303
2019-05-30 12:15:00,0.0,0.22477794,0.19160533
2019-05-30 12:30:00,0.0,0.22445798,0.19156933
2019-05-30 12:45:00,0.0,0.22445798,0.19156933
2019-05-30 13:00:00,0.0,0.22369361,0.18624997
2019-05-30 13:15:00,0.0,0.22369361,0.18624997
2019-05-30 13:30:00,0.0,0.22369361,0.18624997
2019-05-30 13:45:00,0.0,0.22369361,0.18624997
2019-05-30 14:00:00,0.0,0.22369361,0.18624997
2019-05-30 14:15:00,0.0,0.22369361,0.18624997
2019-05-30 14:30:00,0.0,0.22369361,0.18624997
2019-05-30 14:45:00,0.0,0.22369361,0.18624997
2019-05-30 15:00:00,0.0,0.2236774,0.18624997
2019-05-30 15:15:00,0.0,0.2236774,0.18624997
2019-05-30 15:30:00,0.0,0.2236774,0.18624997
2019-05-30 15:45:00,0.0,0.2236774,0.18624997
2019-05-30 16:00:00,0.0,0.24685574,0.18624997
2019-05-30 16:15:00,0.0,0.24685574,0.18624997
2019-05-30 16:30:00,0.0,0.24685574,0.18624997
2019-05-30 16:45:00,0.0,0.24685574,0.18624997
2019-05-30 17:00:00,0.0,0.22369361,0.18624997
2019-05-30 17:15:00,0.0,0.22369361,0.18624997
2019-05-30 17:30:00,0.0,0.22369361,0.18624997
2019-05-30 17:45:00,0.0,0.22369361,0.18624997
2019-05-30 18:00:00,0.0,0.22369361,0.18624997
2019-05-30 18:15:00,0.0,0.22369361,0.18624997
2019-05-30 18:30:00,0.0,0.22369361,0.18624997
2019-05-30 18:45:00,0.0,0.22369361,0.18624997
2019-05-30 19:00:00,0.0,0.2236774,0.18624997
2019-05-30 19:15:00,0.0,0.2236774,0.18624997
2019-05-30 19:30:00,0.0,0.2236774,0.18624997
2019-05-30 19:45:00,0.0,0.2236774,0.18624997
2019-05-30 20:00:00,0.0,0.2236774,0.18624997
2019-05-30 20:15:00,0.0,0.2236774,0.18624997
2019-05-30 20:30:00,0.0,0.2236774,0.18624997
2019-05-30 20:45:00,0.0,0.2236774,0.18624997
2019-05-30 21:00:00,0.0177599999999999,0.24739361,0.18624997
2019-05-30 21:15:00,0.177597,0.46351695,0.530287
2019-05-30 21:30:00,0.408474,0.7154963,0.5133867
2019-05-30 21:45:00,0.586071,1.0991693,0.9428725
2019-05-30 22:00:00,0.781428,1.374747,1.2411001
2019-05-30 22:15:00,1.172142,1.7600566,1.5437362
2019-05-30 22:30:00,1.811493,2.4227533,2.2828236
2019-05-30 22:45:00,2.770518,3.371643,2.1571796
2019-05-30 23:00:00,3.853862,4.12723,2.9981372
2019-05-30 23:15:00,5.043764,4.6383696,3.458609
2019-05-30 23:30:00,6.233666,5.586334,3.955864
2019-05-30 23:45:00,7.388049,7.0997124,5.2917223
2019-05-31 00:00:00,8.489152,8.563697,6.1748
2019-05-31 00:15:00,9.643535,9.239347,6.7869797
2019-05-31 00:30:00,10.65584,9.905689,7.348485
2019-05-31 00:45:00,11.65038,12.10203,7.378298
2019-05-31 01:00:00,12.50285,12.486983,7.9524956
2019-05-31 01:15:00,13.42636,13.286953,8.382448
2019-05-31 01:30:00,13.94139,13.673737,8.982868
2019-05-31 01:45:00,14.63402,14.366862,9.668651
2019-05-31 02:00:00,15.16681,14.702229,11.530244
2019-05-31 02:15:00,15.89496,15.717564,13.407961
2019-05-31 02:30:00,16.21464,15.430616,11.873577
2019-05-31 02:45:00,16.498791,15.983692,14.122777
2019-05-31 03:00:00,16.996071,16.229454,14.849297
2019-05-31 03:15:00,17.262461,16.30726,14.427317
2019-05-31 03:30:00,17.4223,16.318533,14.420734
2019-05-31 03:45:00,17.475579999999997,16.325392,14.292033
2019-05-31 04:00:00,17.79525,16.033897,13.691549
2019-05-31 04:15:00,17.670931,15.569354,13.251101
2019-05-31 04:30:00,17.724210999999997,15.655827,14.058863
2019-05-31 04:45:00,17.564369,15.847042,14.506369
2019-05-31 05:00:00,17.120379999999997,15.333237,13.457938
2019-05-31 05:15:00,16.81847,15.29404,13.081592
2019-05-31 05:30:00,16.56983,14.993303,12.886507
2019-05-31 05:45:00,16.072559,14.887217,11.556183
2019-05-31 06:00:00,15.59305,14.82134,12.384435
2019-05-31 06:15:00,14.8649,14.31973,11.6854515
2019-05-31 06:30:00,14.38538,14.064199,11.480646
2019-05-31 06:45:00,13.46188,12.6684065,11.249272
2019-05-31 07:00:00,12.87581,11.658397,10.457743
2019-05-31 07:15:00,12.16542,11.099633,9.642854
2019-05-31 07:30:00,11.24191,10.589188,8.95119
2019-05-31 07:45:00,10.38944,9.178838,8.26421
2019-05-31 08:00:00,8.329314,8.449875,7.219135
2019-05-31 08:15:00,6.588861,7.6813974,6.6713147
2019-05-31 08:30:00,7.121653,6.9949565,6.0578637
2019-05-31 08:45:00,6.1981470000000005,5.727027,4.7073865
2019-05-31 09:00:00,4.226817,4.6486063,4.149873
2019-05-31 09:15:00,3.107953,4.0503945,3.3248107
2019-05-31 09:30:00,3.445388,3.3957095,3.193187
2019-05-31 09:45:00,1.5273370000000002,2.415722,2.761152
2019-05-31 10:00:00,1.7404540000000002,1.7441071,1.3440132
2019-05-31 10:15:00,1.207662,1.371517,1.1103001
2019-05-31 10:30:00,0.63935,1.0237582,0.8117564
2019-05-31 10:45:00,0.390714,0.67025375,0.57850647
2019-05-31 11:00:00,0.195357,0.5377183,0.37701368
2019-05-31 11:15:00,0.0,0.23893094,0.17782903
2019-05-31 11:30:00,0.0,0.22572422,0.17233706
2019-05-31 11:45:00,0.0,0.22572422,0.17222118
2019-05-31 12:00:00,0.0,0.22648859,0.17218637
2019-05-31 12:15:00,0.0,0.22648859,0.17124867
2019-05-31 12:30:00,0.0,0.2261684,0.17116547
2019-05-31 12:45:00,0.0,0.2261684,0.17116547
2019-05-31 13:00:00,0.0,0.22540426,0.17120957
2019-05-31 13:15:00,0.0,0.22540426,0.17120957
2019-05-31 13:30:00,0.0,0.22540426,0.17120957
2019-05-31 13:45:00,0.0,0.22540426,0.17120957
2019-05-31 14:00:00,0.0,0.2234304,0.17120957
2019-05-31 14:15:00,0.0,0.2234304,0.17120957
2019-05-31 14:30:00,0.0,0.2234304,0.17120957
2019-05-31 14:45:00,0.0,0.2234304,0.17120957
2019-05-31 15:00:00,0.0,0.2234304,0.17120957
2019-05-31 15:15:00,0.0,0.2234304,0.17120957
2019-05-31 15:30:00,0.0,0.2234304,0.17120957
2019-05-31 15:45:00,0.0,0.22601557,0.17120957
2019-05-31 16:00:00,0.0,0.2234304,0.17120957
2019-05-31 16:15:00,0.0,0.2234304,0.17120957
2019-05-31 16:30:00,0.0,0.2234304,0.17120957
2019-05-31 16:45:00,0.0,0.2234304,0.17120957
2019-05-31 17:00:00,0.0,0.2234304,0.17120957
2019-05-31 17:15:00,0.0,0.2234304,0.17120957
2019-05-31 17:30:00,0.0,0.2234304,0.17120957
2019-05-31 17:45:00,0.0,0.2234304,0.17120957
2019-05-31 18:00:00,0.0,0.2234304,0.17120957
2019-05-31 18:15:00,0.0,0.2234304,0.17120957
2019-05-31 18:30:00,0.0,0.2234304,0.17120957
2019-05-31 18:45:00,0.0,0.2234304,0.17120957
2019-05-31 19:00:00,0.0,0.2234304,0.17120957
2019-05-31 19:15:00,0.0,0.22363019,0.17120957
2019-05-31 19:30:00,0.0,0.22363019,0.17120957
2019-05-31 19:45:00,0.0,0.2234304,0.17120957
2019-05-31 20:00:00,0.0,0.22363019,0.17120957
2019-05-31 20:15:00,0.0,0.22363019,0.17120957
2019-05-31 20:30:00,0.0,0.22621512,0.17120957
2019-05-31 20:45:00,0.0,0.22387695,0.17120957
2019-05-31 21:00:00,0.0,0.24122095,0.17670178
2019-05-31 21:15:00,0.071039,0.2761519,0.32791162
2019-05-31 21:30:00,0.284156,0.37542367,0.5155263
2019-05-31 21:45:00,0.443993,0.3901999,0.58407354
2019-05-31 22:00:00,0.568312,0.8691404,0.98206997
2019-05-31 22:15:00,1.012305,0.9937887,1.229018
2019-05-31 22:30:00,1.420779,1.6442707,2.1817777
2019-05-31 22:45:00,1.775973,1.8244724,2.7969656
2019-05-31 23:00:00,2.148928,2.2465081,3.1720576
2019-05-31 23:15:00,1.669415,2.4848547,3.856741
2019-05-31 23:30:00,1.243181,2.8108146,4.5023313
2019-05-31 23:45:00,1.367499,3.0942602,5.5285263
