datetime,实际功率(MW),预测功率_无NWP(MW),预测功率_原始NWP(MW),预测功率_降尺度NWP(MW)
2018-11-24 21:30:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-24 21:45:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-24 22:00:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-24 22:15:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-24 22:30:00,0.0,0.07108164,0.23120403,0.19496799
2018-11-24 22:45:00,0.0,0.07108164,0.23120403,0.19496799
2018-11-24 23:00:00,0.0,0.07887888,0.23384953,0.1980927
2018-11-24 23:15:00,0.0532789999999999,0.24847865,0.27925682,0.26576185
2018-11-24 23:30:00,0.443993,0.61945343,0.5490861,0.63307977
2018-11-24 23:45:00,0.8879870000000001,0.9684932,1.1352546,1.0751562
2018-11-25 00:00:00,1.438538,2.0633478,1.6998276,1.6430833
2018-11-25 00:15:00,2.166687,2.4140449,3.0024502,2.8623738
2018-11-25 00:30:00,3.907141,2.782858,4.1935644,4.3474574
2018-11-25 00:45:00,4.67081,3.7692487,6.070794,5.9241347
2018-11-25 01:00:00,5.736394000000001,4.5192165,6.8974824,6.98678
2018-11-25 01:15:00,6.6599,4.7144246,7.9534807,7.695299
2018-11-25 01:30:00,7.547886,5.709097,8.534355,8.504721
2018-11-25 01:45:00,8.169477,6.659235,9.244531,9.361087
2018-11-25 02:00:00,9.128503,7.2478175,9.735917,10.087467
2018-11-25 02:15:00,9.235061,7.410063,10.042344,10.246813
2018-11-25 02:30:00,9.714574,7.883398,10.205109,10.398099
2018-11-25 02:45:00,10.12305,8.000863,10.72433,10.803952
2018-11-25 03:00:00,10.35392,8.125264,11.04538,10.94096
2018-11-25 03:15:00,10.81568,8.230135,11.198379,11.409014
2018-11-25 03:30:00,11.04655,8.348618,11.690911,12.273794
2018-11-25 03:45:00,10.94,8.302136,11.684347,11.742033
2018-11-25 04:00:00,10.99327,8.061918,11.545342,11.844833
2018-11-25 04:15:00,10.6736,8.037451,11.516022,11.983091
2018-11-25 04:30:00,10.60256,7.9277954,11.330069,11.498744
2018-11-25 04:45:00,10.15857,7.766323,11.284012,11.438563
2018-11-25 05:00:00,9.714574,8.000006,11.033045,11.346101
2018-11-25 05:15:00,8.808827,7.694744,10.189759,11.02243
2018-11-25 05:30:00,8.418114,7.403409,9.956032,10.628287
2018-11-25 05:45:00,7.761003,7.573517,9.502309,10.029239
2018-11-25 06:00:00,7.192692,7.264843,8.584165,9.360467
2018-11-25 06:15:00,6.375744,6.2701783,8.093317,8.36242
2018-11-25 06:30:00,5.363439,6.0209427,7.3301115,7.4228387
2018-11-25 06:45:00,4.706329,5.517248,6.75739,6.863752
2018-11-25 07:00:00,3.747304,5.125868,6.681678,6.8837585
2018-11-25 07:15:00,3.090194,4.2990837,5.7541275,5.74623
2018-11-25 07:30:00,2.273246,3.6674666,3.9068835,3.7353058
2018-11-25 07:45:00,1.5273370000000002,2.0670118,2.5182276,2.5466723
2018-11-25 08:00:00,0.976785,1.272954,1.4919093,1.4723957
2018-11-25 08:15:00,0.532792,0.76937985,1.0554373,0.96493936
2018-11-25 08:30:00,0.230877,0.3457513,0.46871614,0.44208455
2018-11-25 08:45:00,0.035519,0.08062005,0.24887443,0.23913741
2018-11-25 09:00:00,0.0,0.09453273,0.23120403,0.19327116
2018-11-25 09:15:00,0.0,0.09747791,0.23120403,0.19327116
2018-11-25 09:30:00,0.0,0.087142706,0.23120403,0.19327116
2018-11-25 09:45:00,0.0,0.08743334,0.23120403,0.19327116
2018-11-25 10:00:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 10:15:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 10:30:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 10:45:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 11:00:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 11:15:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 11:30:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 11:45:00,0.0,0.07221556,0.23120403,0.19327116
2018-11-25 12:00:00,0.0,0.0716362,0.23120403,0.19327116
2018-11-25 12:15:00,0.0,0.07141328,0.23120403,0.19327116
2018-11-25 12:30:00,0.0,0.069832325,0.23120403,0.19327116
2018-11-25 12:45:00,0.0,0.069832325,0.23120403,0.19327116
2018-11-25 13:00:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 13:15:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 13:30:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 13:45:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 14:00:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 14:15:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 14:30:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 14:45:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 15:00:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 15:15:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 15:30:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 15:45:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 16:00:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 16:15:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 16:30:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 16:45:00,0.0,0.06984067,0.23120403,0.19327116
2018-11-25 17:00:00,0.0,0.06984067,0.23120403,0.19327116
